match_index,bet_outcome,true_outcome,bet_fraction,odds,wealth
42,H,A,0.013271883134204236,"[8.09, 5.63, 1.36]",1.080346920531686
43,D,D,0.013049103290464454,"[4.34, 3.77, 1.85]",1.1193971577305684
44,A,A,0.0064079436388882706,"[2.42, 3.9, 2.75]",1.1319499670490394
45,A,H,0.018728129775361996,"[1.65, 4.37, 5.01]",1.1107506611669282
46,A,H,0.006173829077271689,"[1.13, 9.46, 19.13]",1.103893076437417
47,A,H,0.012069087570694352,"[2.14, 3.62, 3.44]",1.0905700942292107
48,D,H,0.011534535105624577,"[3.35, 3.63, 2.17]",1.0779908751921794
49,A,H,0.008143978745201483,"[1.23, 7.15, 10.66]",1.069211740417093
50,A,H,0.013327639514312192,"[1.81, 4.02, 4.29]",1.0549616717763437
51,A,H,0.012214341285742685,"[1.5, 5.01, 5.88]",1.0420760098738897
52,D,A,0.01111111172607967,"[2.46, 3.5, 2.94]",1.0304973869011136
53,D,A,0.012169842010688627,"[2.4, 3.43, 3.07]",1.0179563965100995
54,A,A,0.00876900706788974,"[2.01, 3.91, 3.55]",1.0407188869413913
55,H,H,0.01302314031829102,"[5.01, 4.13, 1.68]",1.0950681336084902
56,H,A,0.012141454702155047,"[9.01, 5.92, 1.32]",1.0817724134685094
57,D,H,0.012472028562150139,"[1.62, 4.47, 5.08]",1.068280517029984
58,D,H,0.010081946731863444,"[2.41, 3.28, 3.19]",1.0575101697626001
59,H,A,0.010516428916935014,"[3.14, 3.35, 2.43]",1.0463889392333559
60,D,D,0.013319671154022217,"[1.86, 4.0, 4.03]",1.088201608942739
61,A,H,0.013075051986739257,"[1.65, 4.35, 4.94]",1.0739733163337595
62,D,D,0.013429738570695194,"[1.66, 4.34, 4.9]",1.1221467404404444
63,D,D,0.011972485891027954,"[2.8, 3.38, 2.63]",1.1541217691622996
64,A,H,0.013326761379229985,"[1.75, 4.35, 4.28]",1.138741063742099
65,H,H,0.013244130234562947,"[4.05, 3.98, 1.86]",1.1847400503446164
66,H,H,0.008808751892630522,"[2.94, 3.73, 2.35]",1.2049860477964682
67,D,D,0.012054000707233652,"[2.54, 3.4, 2.9]",1.239845814210097
68,H,H,0.013048395558624722,"[3.85, 3.69, 1.99]",1.2859531102643247
69,H,H,0.012788814235686768,"[5.29, 4.48, 1.6]",1.3565056585146835
70,A,D,0.010446379250845982,"[2.28, 3.63, 3.13]",1.3423350859499206
71,D,H,0.011911893602016933,"[1.39, 5.54, 7.11]",1.3263453332278308
72,A,H,0.012372119577906283,"[2.15, 3.51, 3.53]",1.309935630163538
73,D,H,0.012242957284132496,"[2.7, 3.45, 2.69]",1.2938981441984827
74,H,D,0.003936367493241343,"[2.61, 3.81, 2.58]",1.2888048856040946
75,A,H,0.012594220197248472,"[2.04, 3.73, 3.61]",1.272573393083507
76,A,H,0.006097052428932842,"[2.59, 3.56, 2.73]",1.2648144463862119
77,D,A,0.01220680117107192,"[2.79, 3.44, 2.6]",1.2493751079208761
78,D,D,0.011287770797059997,"[2.2, 3.55, 3.37]",1.2853368905581717
79,A,H,0.021271271271271274,"[1.99, 3.84, 3.7]",1.2579961408841365
80,A,H,0.011370098147600788,"[1.42, 5.45, 6.7]",1.2436926012929808
81,A,H,0.010470482375681895,"[1.39, 5.34, 7.62]",1.2306705398303766
82,A,A,0.006851086923139631,"[2.71, 3.29, 2.78]",1.245678486729359
83,H,A,0.011018512292453549,"[7.05, 4.78, 1.46]",1.2319529630108867
84,D,A,0.012747419840230406,"[2.42, 3.62, 2.91]",1.216248741367971
85,A,A,0.011957106826393102,"[1.48, 4.98, 6.13]",1.2908533881046265
86,A,H,0.013045776146807533,"[1.65, 4.33, 4.98]",1.2740132037650653
87,D,D,0.011183977567874334,"[3.16, 3.52, 2.31]",1.3099195121971174
88,A,H,0.013136779357030667,"[1.78, 3.75, 4.85]",1.2927113885899146
89,H,A,0.0014468471484844305,"[2.86, 3.6, 2.46]",1.29084103280352
90,D,H,0.012444489654560506,"[1.7, 4.3, 4.6]",1.2747771749251144
91,D,H,0.012460387262644701,"[1.55, 4.36, 6.17]",1.2588929576519672
92,A,D,0.010479356183266895,"[1.75, 4.35, 4.28]",1.245700569952126
93,D,H,0.011853981536827153,"[2.08, 3.76, 3.48]",1.2309340583954984
94,D,A,0.012093456626914653,"[3.15, 3.41, 2.39]",1.2160478107497004
95,H,H,0.00891139977706717,"[2.95, 3.43, 2.52]",1.2371793527194552
96,A,H,0.009897609979542634,"[1.36, 5.41, 8.26]",1.224934234011495
97,D,D,0.012278014021368,"[4.29, 4.04, 1.8]",1.2706551035008533
98,H,A,0.01224407754676813,"[8.92, 5.79, 1.33]",1.2550971038783922
99,A,H,0.013318804061290431,"[1.8, 3.91, 4.44]",1.238380711473943
100,D,H,0.011693558824161905,"[2.37, 3.69, 2.94]",1.223899633777615
101,H,H,0.01878265940030052,"[2.67, 3.92, 2.47]",1.2622897440131486
102,A,H,0.013711221244456106,"[1.37, 5.48, 7.77]",1.2449822100583765
103,A,A,0.012885273687702661,"[1.68, 4.05, 5.18]",1.312037504682395
104,H,D,0.0127525813118123,"[5.33, 4.22, 1.63]",1.2953056397197855
105,D,A,0.013032482521717027,"[3.68, 3.76, 2.01]",1.2784245916098558
106,H,A,0.011883772808581728,"[3.23, 4.13, 2.07]",1.2632320842102602
107,A,H,0.014034080808172983,"[1.95, 3.88, 3.76]",1.2455037830609765
108,D,D,0.0109234387380468,"[1.23, 6.63, 12.95]",1.3221009705138684
109,A,D,0.009387035421826426,"[1.32, 6.04, 8.88]",1.3096903618724236
110,A,H,0.012209690453603178,"[1.3, 6.02, 8.95]",1.2936994479638937
111,D,A,0.013237248981524207,"[1.91, 3.91, 3.93]",1.2765744262639351
112,A,H,0.001252155164465281,"[2.67, 3.38, 2.76]",1.2749759570032644
113,A,A,0.012976247563357569,"[1.6, 4.65, 5.07]",1.3423116798807548
114,H,A,0.01990535687806639,"[4.47, 4.51, 1.69]",1.3155924868511315
115,A,A,0.009995056773644954,"[2.39, 3.47, 3.07]",1.342811789557041
116,H,A,0.01322983420758067,"[4.69, 4.02, 1.74]",1.3250466122092166
117,D,D,0.011990176433830131,"[2.8, 3.83, 2.41]",1.3700083579467444
118,H,A,0.011319296563497104,"[6.75, 4.17, 1.54]",1.3545008270486756
119,H,D,0.012612177303781473,"[5.48, 4.09, 1.64]",1.337417622459819
120,D,D,0.012265821704252382,"[1.42, 5.06, 7.35]",1.4040199984307613
121,A,A,0.005261553683091163,"[2.63, 3.58, 2.68]",1.416430707108475
122,A,D,0.009678227296868423,"[1.34, 5.73, 8.52]",1.402722168774815
123,D,D,0.01202501256445813,"[1.92, 3.85, 3.94]",1.4507952611311044
124,D,A,0.012312951640934471,"[1.47, 4.98, 6.32]",1.4329316892399002
125,H,A,0.011361175474571683,"[3.28, 3.62, 2.21]",1.4166519008753713
126,H,H,0.013163340012420022,"[3.95, 3.74, 1.94]",1.4716631192942393
127,A,H,0.004706255346297681,"[1.15, 8.67, 20.05]",1.4647370968711118
128,H,A,0.01284485021544135,"[8.42, 5.9, 1.33]",1.4459227682568019
129,D,D,0.01267225114042861,"[2.37, 3.59, 3.0]",1.493379588059748
130,A,D,0.019690589583754723,"[1.63, 4.91, 4.57]",1.4639740634985068
131,H,H,0.014719464326945278,"[7.1, 5.2, 1.42]",1.5954224389182672
132,H,A,0.005936760215850604,"[2.72, 3.68, 2.54]",1.5859507984554218
133,H,A,0.011088022302001772,"[6.98, 4.93, 1.44]",1.5683657406322704
134,H,A,0.009110613249777268,"[2.97, 4.06, 2.22]",1.5540769669351693
135,A,H,0.00898400842739386,"[1.32, 5.64, 9.41]",1.5401151263674049
136,D,H,0.013237248981524207,"[1.75, 3.91, 4.82]",1.519728238979468
137,H,D,0.012777812182293796,"[3.69, 3.97, 1.95]",1.5003094369736603
138,A,H,0.009949331583207863,"[1.32, 6.41, 8.2]",1.4853823609077934
139,D,D,0.011718067843038162,"[4.62, 3.7, 1.82]",1.5323780513583116
140,H,A,0.012069087570694352,"[3.44, 3.22, 2.31]",1.5138836464650582
141,H,D,0.013103226695866688,"[4.9, 4.56, 1.65]",1.4940468858542613
142,H,D,0.010615658501378878,"[5.28, 4.24, 1.65]",1.4781865943289838
143,D,A,0.011658143963516122,"[3.26, 3.31, 2.36]",1.4609536822073568
144,D,A,0.011853981536827153,"[4.01, 3.76, 1.93]",1.443635564232311
145,A,H,0.013515837542834457,"[1.36, 5.73, 7.91]",1.424123620475089
146,A,H,0.011188058329050985,"[1.4, 5.54, 6.88]",1.4081904423414342
147,D,A,0.013065268821762772,"[3.84, 3.78, 1.96]",1.3897920556600063
148,A,H,0.011897255107427441,"[1.31, 5.97, 9.23]",1.3732573450275432
149,A,A,0.010697569632477404,"[1.65, 4.33, 4.99]",1.4318725041537985
150,H,A,0.011585098550907058,"[6.49, 5.33, 1.43]",1.4152841200808426
151,D,A,0.012119495470082266,"[4.38, 3.91, 1.81]",1.3981315905986433
152,A,A,0.005606117461501646,"[2.65, 3.49, 2.7]",1.411456343468648
153,D,D,0.013423774012907303,"[1.53, 4.4, 6.38]",1.4758763848135938
154,H,H,0.009110613249777268,"[2.97, 3.45, 2.46]",1.5023652785382307
155,D,A,0.013049103290464454,"[2.11, 3.77, 3.39]",1.4827607588385778
156,A,H,0.010910193370101776,"[1.38, 5.69, 7.16]",1.4665835522380501
157,D,A,0.013139527217680327,"[1.68, 3.83, 5.5]",1.447313337736416
158,A,H,0.00546539753703809,"[1.1, 11.75, 21.77]",1.439403194985029
159,H,A,0.011208164434999786,"[6.86, 4.74, 1.47]",1.4232701272873727
160,A,A,0.01678389836284573,"[1.46, 5.37, 5.94]",1.5412769518141454
161,A,D,0.012101556158731515,"[1.55, 4.46, 5.99]",1.5226251022256079
162,A,A,0.0064986931344626535,"[2.32, 3.48, 3.18]",1.5441963620156711
163,H,A,0.013234833928897273,"[4.68, 4.35, 1.68]",1.5237591796107863
164,D,H,0.011718067843038162,"[1.81, 3.7, 4.73]",1.5059036661676548
165,A,A,0.012944397891934979,"[2.0, 3.71, 3.78]",1.5600942513198524
166,A,A,0.021144145928894714,"[2.12, 3.88, 3.11]",1.629696527001727
167,H,D,0.010716289461131692,"[7.36, 4.73, 1.45]",1.6122322272845755
168,H,A,0.011641185923608886,"[9.47, 5.42, 1.34]",1.5934639321747217
169,A,D,0.010489129611369717,"[1.41, 5.02, 7.6]",1.5767498824590982
170,D,H,0.011972485891027954,"[2.23, 3.38, 3.47]",1.5578722667376768
171,A,H,0.012244881307146915,"[1.99, 4.09, 3.49]",1.538796305739778
172,A,A,0.007532114569565242,"[2.43, 3.71, 2.83]",1.5600067195753
173,A,H,0.009001278686318058,"[1.19, 8.22, 12.7]",1.545964664339874
174,A,H,0.006097052428932842,"[2.46, 3.84, 2.73]",1.536538836728116
