match_index,bet_outcome,true_outcome,bet_fraction,odds,wealth
104,H,H,0.013086551071851199,"[4.49, 4.18, 1.74]",1.0972585936629036
105,A,H,0.011261829447452859,"[1.42, 5.45, 6.7]",1.0849014545213198
106,A,H,0.01037726008099259,"[1.39, 5.34, 7.62]",1.0736431499655048
107,H,A,0.014544578039976193,"[2.71, 3.29, 2.78]",1.0580274633837456
108,A,A,0.008588114998632762,"[1.25, 6.95, 9.87]",1.138624377130465
109,D,D,0.010486362904357279,"[2.75, 3.53, 2.59]",1.1688326490592196
110,H,A,0.013521808852945946,"[7.05, 4.78, 1.46]",1.1530279173975584
111,A,H,0.007658596808471332,"[1.38, 5.03, 8.73]",1.144197341469299
113,D,A,0.010798188707024205,"[2.42, 3.62, 2.91]",1.131842082658038
117,H,A,0.011276148658900085,"[10.83, 5.79, 1.28]",1.119079263075587
118,D,D,0.011854922609631292,"[5.24, 4.25, 1.64]",1.162195706763451
120,D,D,0.011650741962140481,"[1.39, 5.33, 7.66]",1.2208258218748576
122,H,D,0.010295104858912165,"[3.16, 3.52, 2.31]",1.2082572920241883
124,H,A,0.01597288362634245,"[2.86, 3.6, 2.46]",1.1889579389080063
126,A,H,0.009302780985976186,"[1.7, 4.3, 4.6]",1.1778973236008075
128,A,D,0.008971531305853587,"[1.75, 4.35, 4.28]",1.1673297808870418
130,D,A,0.009974375477951896,"[3.15, 3.41, 2.39]",1.1556863953458791
131,H,H,0.008515686068727577,"[2.95, 3.43, 2.52]",1.1748772472923756
132,D,H,0.009926090053483551,"[2.16, 3.4, 3.62]",1.1632153099339626
134,H,D,0.013093097954658026,"[4.29, 4.04, 1.8]",1.1479852179386394
135,H,A,0.01337142188655308,"[8.92, 5.79, 1.33]",1.1326350232700553
136,A,H,0.00866931342774958,"[1.45, 4.87, 7.03]",1.1228158552540808
138,D,H,0.011004219474457745,"[2.37, 3.69, 2.94]",1.110460143153464
140,A,H,0.011224073271918116,"[1.37, 5.48, 7.77]",1.0979962571411648
141,H,H,0.01612584861810044,"[2.88, 3.75, 2.38]",1.1312837654218555
142,H,D,0.01613099302981633,"[5.38, 4.39, 1.6]",1.1130350348870912
144,H,D,0.012574373059788696,"[5.33, 4.22, 1.63]",1.099039317129806
145,D,A,0.011182125431499547,"[3.68, 3.76, 2.01]",1.086749721631511
146,D,D,0.011702594940718236,"[4.69, 4.07, 1.73]",1.1257933424396802
147,H,A,0.01781290141373579,"[3.23, 4.13, 2.07]",1.105739696618562
149,A,D,0.006878731496341664,"[1.23, 6.63, 12.95]",1.0981336101406767
150,A,D,0.009308719230095056,"[1.32, 6.04, 8.88]",1.0879113926867465
151,A,H,0.00925445280408144,"[1.3, 6.02, 8.95]",1.0778433680481045
152,A,A,0.008267783646521483,"[1.91, 3.91, 3.93]",1.1039536990596535
154,D,A,0.011447984674040288,"[1.9, 3.89, 3.97]",1.0913156540319684
155,A,A,0.012824618179858012,"[1.6, 4.65, 5.07]",1.1482781797989827
158,D,D,0.011866672331921992,"[1.72, 4.27, 4.49]",1.1928359875601977
159,D,H,0.011250525880663288,"[3.3, 3.79, 2.14]",1.179415955410765
160,A,A,0.00969692557033906,"[2.39, 3.47, 3.07]",1.2030899424944683
161,D,A,0.011643368598244452,"[4.69, 4.02, 1.74]",1.1890819228371645
162,H,D,0.006703131255649385,"[2.8, 3.83, 2.41]",1.181111350634667
163,H,A,0.01118509800153846,"[6.75, 4.17, 1.54]",1.167900504427089
164,H,D,0.014189992411250522,"[5.48, 4.09, 1.64]",1.1513280051321728
165,A,D,0.010567040138900027,"[1.42, 5.06, 7.35]",1.1391618758889015
166,H,A,0.013536881433774267,"[2.63, 3.58, 2.68]",1.1237411766411176
167,A,A,0.008779013857695238,"[1.86, 3.87, 4.16]",1.1549156490256542
168,H,A,0.01763508337881117,"[4.47, 4.37, 1.71]",1.134548615259593
169,A,D,0.009596161925745658,"[1.34, 5.73, 8.52]",1.1236613030349314
170,D,D,0.011374372967719816,"[1.92, 3.85, 3.94]",1.1600869898727546
171,A,A,0.009075352558487657,"[1.47, 4.98, 6.32]",1.2160970055289195
172,A,H,0.012548395234024947,"[1.94, 4.02, 3.69]",1.2008369396606284
173,H,H,0.008494101379615943,"[2.37, 3.81, 2.87]",1.2148109817276636
174,H,A,0.011022736118754926,"[3.28, 3.62, 2.21]",1.2014204408419138
175,H,H,0.012901766544195545,"[3.95, 3.74, 1.94]",1.247146756686956
176,A,H,0.004118553085993283,"[1.08, 13.84, 24.96]",1.2420103165635166
177,A,D,0.009453184805560398,"[1.64, 4.54, 4.96]",1.2302693635106292
178,A,H,0.0046738599871983,"[1.15, 8.67, 20.05]",1.224519256759041
179,H,A,0.011783145492743828,"[8.42, 5.9, 1.33]",1.2100905681979828
180,A,H,0.009441259395494204,"[1.64, 4.13, 5.4]",1.1986657892515846
181,H,A,0.0049790222318967315,"[2.69, 3.18, 2.88]",1.192697605638287
185,D,D,0.011482271122761237,"[1.99, 3.91, 3.62]",1.232549698509721
186,H,H,0.013428013664254192,"[7.1, 5.2, 1.42]",1.3335089330898326
187,H,A,0.014657201309129089,"[2.72, 3.68, 2.54]",1.313963424210013
189,H,A,0.016724399381979803,"[2.97, 4.06, 2.22]",1.2919881751302111
190,A,H,0.008910627738827486,"[1.32, 5.64, 9.41]",1.2804757494586587
191,D,H,0.011482271122761237,"[1.75, 3.91, 4.82]",1.2657729797372534
192,H,D,0.012490956520114537,"[3.69, 3.97, 1.95]",1.2499622644830195
193,A,H,0.009863618862257418,"[1.32, 6.41, 8.2]",1.2376331131139549
194,H,A,0.01660327602344614,"[2.95, 3.59, 2.41]",1.217084348921167
195,D,D,0.01103128160203661,"[4.62, 3.7, 1.82]",1.253334549424395
196,D,D,0.011935900645628203,"[1.56, 4.46, 5.71]",1.305095030659908
198,H,A,0.01821628375120214,"[3.44, 3.22, 2.31]",1.2813210492591234
199,H,D,0.016949164819056173,"[4.9, 4.56, 1.65]",1.2596037276091046
201,H,H,0.009282315133399346,"[3.03, 3.54, 2.41]",1.283338566257135
202,H,D,0.01261749198537344,"[5.28, 4.24, 1.65]",1.267146052182865
203,D,A,0.009447327699879653,"[3.26, 3.31, 2.36]",1.2551749081842847
205,A,H,0.01011581738166256,"[1.36, 5.73, 7.91]",1.2424777880310474
206,A,H,0.00875861026090905,"[1.4, 5.54, 6.88]",1.231595409327847
207,D,A,0.011228223653057647,"[3.84, 3.78, 1.96]",1.2177667806218349
208,A,H,0.009042560172591741,"[1.31, 5.97, 9.23]",1.2067550512318785
209,A,A,0.009458054445029873,"[1.65, 4.33, 4.99]",1.2522951355875787
210,H,A,0.014317185742243853,"[6.49, 5.33, 1.43]",1.234365793527263
212,H,A,0.0005958034625525022,"[2.65, 3.49, 2.7]",1.233630354113423
213,A,D,0.009043287111229436,"[1.53, 4.4, 6.38]",1.2224742806320477
214,H,H,0.008718916939491884,"[2.97, 3.45, 2.46]",1.2434718245076346
215,D,A,0.011205426189742344,"[2.11, 3.77, 3.39]",1.22953819275909
216,A,H,0.011807658776917413,"[1.4, 4.92, 8.27]",1.2150202253258031
217,H,A,0.012560008300624788,"[7.76, 5.51, 1.37]",1.199759561210284
218,A,H,0.01081000967028957,"[1.38, 5.69, 7.16]",1.1867901487515786
219,A,H,0.006275130416542352,"[2.11, 3.7, 3.45]",1.1793428857910948
221,A,H,0.00433424013146766,"[1.1, 11.75, 21.77]",1.1742313305267382
222,H,A,0.015612397434409469,"[7.05, 5.17, 1.42]",1.1558987643146195
223,H,A,0.013767747827566167,"[6.86, 4.74, 1.47]",1.1399846416133403
225,A,A,0.008593846471753184,"[2.06, 3.7, 3.59]",1.1653584908579107
227,D,D,0.011935900645628203,"[1.55, 4.46, 5.99]",1.2134857178033411
229,D,H,0.010068201858836674,"[2.46, 3.43, 2.99]",1.2012680986436817
232,A,A,0.012722408111056129,"[2.0, 3.71, 3.78]",1.2437549025885113
234,H,H,0.011714013650119297,"[3.43, 3.56, 2.17]",1.27915845202088
235,A,A,0.012096725824926676,"[2.12, 3.88, 3.11]",1.311807809381229
237,D,H,0.010829469382923363,"[1.93, 3.63, 3.85]",1.2976016268732553
238,A,H,0.010478788420439504,"[1.36, 5.92, 7.51]",1.2840043339712324
239,H,D,0.013074647744219584,"[7.36, 4.73, 1.45]",1.2672164296025072
240,H,H,0.008195266765478541,"[2.92, 3.65, 2.43]",1.2871559688476717
241,H,A,0.010731695221465078,"[9.47, 5.42, 1.34]",1.2733426032875088
243,D,H,0.009826693635145498,"[2.23, 3.38, 3.47]",1.2608298556324238
245,H,A,0.015074813011417502,"[6.01, 4.65, 1.52]",1.2418230813195523
246,H,A,0.009959085679279998,"[2.43, 3.71, 2.83]",1.2294556588541834
247,D,A,0.010369382585797993,"[1.79, 3.5, 5.17]",1.21670696275525
248,A,H,0.008238152650277254,"[1.19, 8.22, 12.7]",1.206683545065417
249,H,H,0.010613790888645057,"[2.46, 3.84, 2.73]",1.2253824758169132
