match_index,bet_outcome,true_outcome,bet_fraction,odds,wealth
132,A,H,0.053057836353047325,"[2.16, 3.4, 3.62]",0.2872080147546784
133,A,H,0.022811670540667576,"[1.36, 5.41, 8.26]",0.2806563201454555
134,D,D,0.008094660067128103,"[4.29, 4.04, 1.8]",0.28756264536755183
135,H,A,0.021673231316675454,"[8.92, 5.79, 1.33]",0.28133023363646575
136,A,H,0.029466872755101292,"[1.45, 4.87, 7.03]",0.2730403114397371
137,A,H,0.041184720551845244,"[1.8, 3.91, 4.44]",0.26179522251370274
138,A,H,0.05757482200537017,"[2.37, 3.69, 2.94]",0.24672240917562005
139,A,H,0.05843272276374348,"[2.67, 3.92, 2.47]",0.23230574704065818
140,A,H,0.027832323157739213,"[1.37, 5.48, 7.77]",0.22584013841762257
141,D,H,0.0021956115057974153,"[2.88, 3.75, 2.38]",0.22534428121124198
142,H,D,0.004197010249281404,"[5.38, 4.39, 1.6]",0.22439850895338143
143,A,A,0.023274274150275772,"[1.68, 4.05, 5.18]",0.2462294468534908
144,D,D,0.004363855488664362,"[5.33, 4.22, 1.63]",0.2496893681619449
145,H,A,0.03982569918394244,"[3.68, 3.76, 2.01]",0.23974531449609862
146,H,D,0.026238390437862098,"[4.69, 4.07, 1.73]",0.23345478332870193
147,A,A,0.054414678041894815,"[3.23, 4.13, 2.07]",0.24704738588192554
148,A,H,0.048657849366709735,"[1.95, 3.88, 3.76]",0.23502659139324342
149,A,D,0.017205645206261486,"[1.23, 6.63, 12.95]",0.2309828072476943
150,A,D,0.025003450461968463,"[1.32, 6.04, 8.88]",0.22520744006911014
151,A,H,0.02326204852911096,"[1.3, 6.02, 8.95]",0.21996865366910565
152,A,A,0.03282683749636994,"[1.91, 3.91, 3.93]",0.2411258181465983
153,A,H,0.03020078918070818,"[2.67, 3.38, 2.76]",0.2338436281467271
154,A,A,0.04213860745159401,"[1.9, 3.89, 3.97]",0.2631095473557755
155,A,A,0.03823262108245835,"[1.6, 4.65, 5.07]",0.3040511735986036
156,A,H,0.02319381602158977,"[1.33, 6.05, 8.44]",0.29699906661700914
157,H,A,0.036152848721485095,"[4.47, 4.51, 1.69]",0.28626170429118214
158,A,D,0.02359990950908056,"[1.72, 4.27, 4.49]",0.2795059539739951
159,A,H,0.0531282790822462,"[3.3, 3.79, 2.14]",0.2646562836461152
160,A,A,0.020120140253549277,"[2.39, 3.47, 3.07]",0.27567887124621715
161,H,A,0.024576999806359537,"[4.69, 4.02, 1.74]",0.2689035116809815
162,A,D,0.04017373755745686,"[2.8, 3.83, 2.41]",0.25810065257443116
163,H,A,0.012120167894255905,"[6.75, 4.17, 1.54]",0.25497242933161207
164,H,D,0.004128899669995273,"[5.48, 4.09, 1.64]",0.25391967375228686
165,A,D,0.027946990724227776,"[1.42, 5.06, 7.35]",0.24682338298523274
166,A,A,0.01791417843635064,"[2.63, 3.58, 2.68]",0.25425173503533555
167,A,A,0.02783139570894585,"[1.86, 3.87, 4.16]",0.27661246588129174
168,D,A,0.010179127524177519,"[4.47, 4.37, 1.71]",0.2737967923163089
169,A,D,0.024801469294014018,"[1.34, 5.73, 8.52]",0.2670062295788764
170,A,D,0.04810822329479521,"[1.92, 3.85, 3.94]",0.25416103426519443
171,A,A,0.02762100306441762,"[1.47, 4.98, 6.32]",0.2915084062626811
172,A,H,0.03432661404225226,"[1.94, 4.02, 3.69]",0.28150190971083
173,A,H,0.05711892501693376,"[2.37, 3.81, 2.87]",0.2654228232379335
174,H,A,0.04033931332951588,"[3.28, 3.62, 2.21]",0.25471584880653375
175,H,H,0.019110855633443686,"[3.95, 3.74, 1.94]",0.2690759703581044
176,A,H,0.009190598952051232,"[1.08, 13.84, 24.96]",0.26660300102690904
177,A,D,0.0266709704523795,"[1.64, 4.54, 4.96]",0.25949244026400464
178,A,H,0.011676366969195651,"[1.15, 8.67, 20.05]",0.25646251130575004
179,H,A,0.016498000417891755,"[8.42, 5.9, 1.33]",0.2522313926870542
180,A,H,0.03408192961103587,"[1.64, 4.13, 5.4]",0.24363486011580046
181,A,A,0.04639527088925067,"[2.69, 3.18, 2.88]",0.26488545014209847
182,A,D,0.0490447481473287,"[2.37, 3.59, 3.0]",0.25189420995198747
183,A,D,0.03676085062006927,"[1.63, 4.91, 4.57]",0.2426343645278821
184,H,A,0.011422434659257193,"[7.32, 5.34, 1.4]",0.23986288935297198
185,A,D,0.04921073759302486,"[1.99, 3.91, 3.62]",0.22805905964671813
186,H,H,0.021281300585255066,"[7.1, 5.2, 1.42]",0.2576647593838659
187,A,A,0.024347508983117626,"[2.72, 3.68, 2.54]",0.26732594175121244
188,H,A,0.017659289862176006,"[6.98, 4.93, 1.44]",0.2626051554581486
189,A,A,0.004280370711980983,"[2.97, 4.06, 2.22]",0.2639764933059593
190,A,H,0.022445017573736098,"[1.32, 5.64, 9.41]",0.2580515362746538
191,A,H,0.026120026201053127,"[1.75, 3.91, 4.82]",0.25131122338593787
192,A,D,0.050037259917188416,"[3.69, 3.97, 1.95]",0.23873629838126909
193,A,H,0.024175441200494124,"[1.32, 6.41, 8.2]",0.23296474303732911
194,H,A,0.0477111961260302,"[2.95, 3.59, 2.41]",0.2218497164918249
195,H,D,0.006458539764228962,"[4.62, 3.7, 1.82]",0.22041689127617953
196,A,D,0.034954345206208416,"[1.56, 4.46, 5.71]",0.21271236316923264
197,A,D,0.021688186757118144,"[1.29, 6.14, 9.37]",0.20809901771127037
198,H,A,0.027300498803017294,"[3.44, 3.22, 2.31]",0.20241781072733475
199,H,D,0.007137372965029184,"[4.9, 4.56, 1.65]",0.2009730793174091
200,A,D,0.03201566707029986,"[1.5, 4.96, 6.17]",0.19453879211988995
201,A,H,0.019656614051032584,"[3.03, 3.54, 2.41]",0.19071481816523522
202,D,D,0.012229493067046855,"[5.28, 4.24, 1.65]",0.19827161773600813
203,A,A,0.021145144033645938,"[3.26, 3.31, 2.36]",0.2039733931401523
204,H,A,0.015752297753573695,"[4.01, 3.76, 1.93]",0.20076034351760189
205,A,H,0.026375397326549182,"[1.36, 5.73, 7.91]",0.19546520968991063
206,A,H,0.030801062992414592,"[1.4, 5.54, 6.88]",0.18944467345342617
207,H,A,0.026720847951974106,"[3.84, 3.78, 1.96]",0.18438255113876578
208,A,H,0.020765631400702516,"[1.31, 5.97, 9.23]",0.18055373104509698
209,A,A,0.03478605296427243,"[1.65, 4.33, 4.99]",0.20561393013271365
210,H,A,0.011786275083972049,"[6.49, 5.33, 1.43]",0.2031905077910729
211,H,A,0.02445899253469888,"[4.38, 3.91, 1.81]",0.19822067267788937
212,A,A,0.05880617303266504,"[2.65, 3.49, 2.7]",0.21803689127733966
213,A,D,0.02968896365893933,"[1.53, 4.4, 6.38]",0.2115636019358986
214,A,H,0.055484815574008306,"[2.97, 3.45, 2.46]",0.19982503450031236
215,A,A,0.0424540487515591,"[2.11, 3.77, 3.39]",0.22010031689824755
216,A,H,0.023073200023126957,"[1.4, 4.92, 8.27]",0.21502189826130066
217,H,A,0.020096613345206973,"[7.76, 5.51, 1.37]",0.21070068631119088
218,A,H,0.030241177085499747,"[1.38, 5.69, 7.16]",0.20432884954441782
219,A,H,0.03432298096211413,"[2.11, 3.7, 3.45]",0.19731567433149408
220,A,A,0.021011236942175663,"[1.68, 3.83, 5.5]",0.21597198306752294
221,A,H,0.010569368809902911,"[1.1, 11.75, 21.77]",0.21368929552587618
222,H,A,0.02308874841969218,"[7.05, 5.17, 1.42]",0.20875547714149795
223,H,A,0.0238406085799225,"[6.86, 4.74, 1.47]",0.20377861952205253
224,A,H,0.05573267876332185,"[2.03, 4.09, 3.36]",0.1924214911813968
225,A,A,0.03617723924741028,"[2.06, 3.7, 3.59]",0.21045120203748202
226,A,A,0.031545851340277174,"[1.46, 5.37, 5.94]",0.2432471819667358
227,A,D,0.030771740618112005,"[1.55, 4.46, 5.99]",0.23576204277716872
228,A,A,0.05355198388765223,"[2.32, 3.48, 3.18]",0.26328568753031667
229,A,H,0.054870785255375705,"[2.46, 3.43, 2.99]",0.2488389951090267
230,D,A,0.012186998020500318,"[4.68, 4.35, 1.68]",0.24580639476820973
231,A,H,0.04283682300142447,"[1.81, 3.7, 4.73]",0.23527682974290567
232,A,A,0.03025588087031668,"[2.0, 3.71, 3.78]",0.25506628123855274
233,A,A,0.03516379585872717,"[1.71, 4.14, 4.74]",0.28861071016680295
234,H,H,0.025397866485566505,"[3.43, 3.56, 2.17]",0.306422844134787
