fractional_multiplier,final_wealth,log_growth,max_drawdown,volatility
0.1,1.1133912132192787,0.10741050489068202,-0.06336082651498168,0.008447443684779316
0.15,1.1693715975194368,0.1564665083846343,-0.09389896749430755,0.01263083054321472
0.2,1.224431863612994,0.20247695160953377,-0.123683665915385,0.016788151501912072
0.25,1.278235620484539,0.24548070553823614,-0.15272180396133786,0.020919998720217478
